region,category,channel,units,unit_price,discount,revenue,high_value
West,Toys,Retail,16,701.7602628787484,0.143,9967.13,1
North,Grocery,Online,1,569.2767710215601,0.245,420.83,0
West,Toys,Retail,1,864.2572601155216,0.224,665.66,0
East,Grocery,Partner,1,136.8226758791259,0.243,106.17,0
West,Electronics,Partner,4,675.1897145619855,0.296,1892.65,0
East,Apparel,Online,24,228.0438199167027,0.111,4762.25,1
South,Electronics,Partner,16,135.7543433753475,0.224,1667.8,1
East,Electronics,Online,19,466.9841696066558,0.181,7267.16,1
West,Home,Retail,8,391.89721257377954,0.2,2532.35,0
South,Apparel,Online,23,923.5266649521781,0.222,16400.79,1
North,Home,Partner,5,331.0203648817437,0.225,1275.65,0
West,Home,Retail,22,802.3061686899223,0.266,12710.98,1
North,Toys,Retail,1,738.873920449611,0.105,663.16,0
South,Grocery,Retail,1,661.2069152561949,0.196,519.68,0
West,Grocery,Partner,2,903.5844540416572,0.084,1704.04,0
North,Apparel,Online,20,411.60761060608843,0.178,6900.74,1
South,Apparel,Partner,7,394.08433854355104,0.225,2122.56,0
North,Toys,Partner,11,174.50952663824899,0.237,1493.63,0
West,Electronics,Online,12,284.7315924752664,0.126,2868.49,1
East,Home,Partner,19,864.5853978184359,0.153,13740.67,1
East,Home,Retail,9,475.4068475949133,0.1,3832.4,0
South,Electronics,Retail,1,347.69918930308205,0.051,329.17,0
North,Toys,Online,10,227.46757287888428,0.078,2138.98,0
West,Apparel,Online,7,485.5618402338704,0.274,2558.99,0
West,Electronics,Retail,18,707.9987556459477,0.093,11447.82,1
North,Toys,Retail,19,295.2243444387924,0.292,3923.89,1
North,Electronics,Retail,3,747.407859980148,0.072,2099.18,0
North,Toys,Partner,20,624.5962637359216,0.217,9610.01,1
West,Electronics,Partner,2,776.060060038116,0.172,1248.28,0
North,Home,Partner,15,260.8732437199158,0.209,3209.55,1
West,Grocery,Online,10,625.7870189437235,0.193,5175.15,0
South,Apparel,Online,8,167.58586830928823,0.212,1095.21,0
East,Toys,Partner,12,369.2451028780513,0.272,3152.91,0
East,Toys,Online,8,715.3856910490892,0.169,4572.42,0
West,Grocery,Retail,20,626.4016501567385,0.02,12215.85,1
North,Electronics,Online,24,200.34629632402107,0.081,4572.12,1
North,Toys,Partner,20,844.0089652088279,0.212,12916.71,1
West,Grocery,Online,11,71.2169430513746,0.148,647.0,0
South,Toys,Partner,13,591.4070609759835,0.165,6198.35,1
West,Electronics,Partner,11,964.467680222342,0.179,8894.77,1
East,Grocery,Retail,20,530.2445425690387,0.115,9600.01,1
East,Electronics,Partner,14,788.6449471610439,0.232,8612.05,1
South,Home,Online,12,591.3737342615381,0.217,5357.98,0
East,Home,Online,10,771.7647823260729,0.214,6174.43,0
South,Home,Retail,10,649.3703699410758,0.215,5076.61,0
West,Home,Online,14,683.4867339560276,0.267,6821.98,1
East,Electronics,Retail,17,238.69870504292868,0.179,3276.91,1
West,Home,Retail,11,732.148077030001,0.29,5718.6,1
North,Grocery,Partner,20,248.39349119775756,0.036,4723.76,1
West,Home,Retail,20,961.4146641368845,0.19,16160.22,1
South,Apparel,Online,11,238.6757033227565,0.215,2056.8,0
North,Grocery,Retail,22,247.21664345375004,0.143,4613.35,1
West,Electronics,Retail,5,844.3261956645096,0.086,3912.02,0
North,Home,Online,23,253.26642748430635,0.165,4922.56,1
South,Home,Partner,8,366.46668175163165,0.109,2508.2,0
West,Home,Partner,14,706.0545547318659,0.273,7254.33,1
East,Grocery,Online,7,172.3986369869727,0.107,1055.57,0
West,Home,Online,11,172.70888463440215,0.053,1781.15,0
South,Grocery,Partner,9,486.90408633595416,0.173,3683.85,0
East,Electronics,Retail,17,253.94888406341778,0.119,3820.85,1
South,Toys,Partner,2,246.23163734627224,0.029,473.16,0
North,Home,Retail,21,28.869364561772173,0.169,490.39,1
North,Apparel,Retail,22,375.63160755003,0.161,6936.45,1
West,Apparel,Online,14,325.5205324336671,0.052,4257.88,1
South,Toys,Retail,14,49.90957839360359,0.179,592.61,0
East,Toys,Partner,17,616.3838510851169,0.17,8721.07,1
West,Toys,Partner,5,621.5889747232198,0.232,2456.78,0
West,Electronics,Online,18,87.96845290271253,0.108,1400.01,1
West,Home,Partner,6,324.35990039307495,0.075,1847.35,0
West,Grocery,Partner,17,857.8933107155818,0.285,10057.75,1
East,Electronics,Partner,8,578.8803855147953,0.168,3790.8,0
East,Home,Partner,18,415.49573505150835,0.008,7168.73,1
East,Home,Online,19,466.4978513255321,0.246,6432.65,1
North,Grocery,Retail,6,219.94879465837295,0.059,1283.44,0
West,Apparel,Partner,15,799.4062406796108,0.236,9320.14,1
North,Home,Online,12,897.4445172329289,0.212,8571.17,1
North,Toys,Partner,8,894.2374805600418,0.291,5085.3,0
North,Electronics,Partner,15,234.97701602460768,0.29,2516.43,1
North,Grocery,Retail,24,318.31065706539863,0.082,7090.83,1
North,Grocery,Online,1,174.19786381715534,0.23,137.64,0
North,Toys,Retail,23,314.9130882870206,0.095,6605.72,1
North,Toys,Retail,21,339.4931572376963,0.189,5896.89,1
North,Toys,Partner,13,627.78150758205,0.179,6582.91,0
West,Toys,Partner,15,202.06052628619966,0.016,3096.17,1
East,Grocery,Partner,9,902.6210473930338,0.002,7803.74,0
South,Home,Partner,4,118.97549128189755,0.017,463.57,0
West,Home,Online,14,26.60289059295973,0.038,369.24,0
North,Toys,Online,20,840.7473234853119,0.077,15123.53,1
East,Electronics,Partner,6,695.6190154554077,0.272,2951.28,0
West,Grocery,Online,18,361.1454755417585,0.156,5427.46,1
North,Toys,Online,18,591.6797176737133,0.239,8058.27,1
North,Toys,Retail,19,234.60233680566404,0.251,3454.38,1
North,Apparel,Partner,9,181.65406269956094,0.22,1309.5,0
West,Apparel,Partner,10,472.3031697331739,0.117,4158.46,0
South,Home,Partner,10,359.06031653212244,0.259,2761.31,0
North,Toys,Online,21,610.6208485138804,0.223,10076.91,1
South,Toys,Retail,22,229.42321717859022,0.223,4038.99,1
North,Toys,Retail,10,656.4105925381939,0.27,4694.45,0
North,Grocery,Online,24,756.1870594907007,0.18,14868.62,1
South,Grocery,Partner,14,179.97069730733543,0.159,2039.25,1
East,Toys,Partner,10,62.10395208119934,0.267,437.34,0
South,Apparel,Partner,1,442.0038802892852,0.136,388.17,0
South,Home,Online,15,763.0631225527396,0.243,8400.0,1
North,Home,Partner,16,644.7486421511769,0.016,10189.75,1
North,Toys,Partner,24,693.8064515980077,0.0,16912.46,1
North,Grocery,Retail,18,406.72576639363365,0.158,5933.66,1
West,Apparel,Partner,1,245.54772344294707,0.022,239.16,0
South,Home,Retail,14,530.5076895532251,0.293,5328.32,1
East,Electronics,Online,18,216.191065999229,0.002,4004.74,1
West,Toys,Partner,12,717.1795491056631,0.215,6647.32,1
North,Home,Online,11,209.08779772109796,0.073,2212.95,0
South,Home,Partner,20,299.6127360457678,0.29,4371.77,1
West,Home,Retail,15,506.2829871900852,0.114,6809.58,1
West,Apparel,Online,17,487.24153677775513,0.008,8145.8,1
East,Home,Partner,12,596.8154013507482,0.008,7224.48,1
East,Toys,Online,7,439.9468164799203,0.166,2633.38,0
East,Apparel,Partner,13,902.6943761696876,0.296,8131.46,0
East,Electronics,Online,24,826.3367304293007,0.294,14553.48,1
South,Apparel,Partner,15,863.9489131871729,0.101,12031.2,1
South,Electronics,Online,17,624.3359085473,0.145,9064.2,1
South,Apparel,Partner,3,629.6075992263742,0.03,1864.82,0
East,Toys,Retail,24,604.8307363673107,0.157,12260.44,1
East,Electronics,Retail,6,437.48878824459797,0.18,2197.38,0
West,Toys,Retail,24,329.2217610245721,0.075,7499.91,1
North,Apparel,Partner,11,588.3227719509155,0.184,5079.36,0
West,Grocery,Retail,23,44.510563652912296,0.27,722.17,1
West,Toys,Retail,22,27.158174166850912,0.0,589.66,1
East,Apparel,Partner,19,837.5761532448786,0.069,15310.87,1
North,Home,Online,22,64.5670829865173,0.063,1320.15,1
West,Electronics,Retail,15,523.8033443200814,0.037,7800.9,1
East,Electronics,Retail,21,610.3882524316592,0.05,12140.65,1
North,Grocery,Retail,5,210.24438043753818,0.188,839.17,0
South,Grocery,Partner,2,879.9016047345424,0.031,1759.91,0
East,Electronics,Online,14,202.49194087844,0.222,2216.25,1
West,Apparel,Partner,20,869.1343878720077,0.266,12616.49,1
South,Electronics,Retail,19,752.4706585597138,0.278,9946.17,1
North,Apparel,Online,13,251.1132353832262,0.198,2536.62,1
South,Apparel,Retail,13,164.7143996250498,0.059,1956.81,0
West,Apparel,Online,15,323.5834017787857,0.026,4676.43,1
West,Home,Online,21,402.0325436194637,0.07,7919.12,1
North,Electronics,Partner,21,255.9532894389665,0.289,3762.81,1
East,Grocery,Online,3,978.9358868042463,0.289,2015.49,0
East,Toys,Partner,15,240.4662427899978,0.115,3132.13,1
North,Toys,Online,10,817.4094339035427,0.098,7319.17,0
North,Electronics,Retail,20,172.75303720685386,0.153,3041.68,1
East,Toys,Partner,13,961.0348402649096,0.088,11296.48,1
North,Grocery,Online,24,236.50251995176146,0.294,3875.6,1
West,Electronics,Retail,11,424.82101259224856,0.066,4392.93,1
North,Toys,Partner,17,556.2215040971902,0.111,8688.38,1
South,Apparel,Partner,3,135.47428654984958,0.129,362.11,0
East,Toys,Retail,23,804.1472647799372,0.038,18271.14,1
South,Home,Partner,4,283.69811137359665,0.115,1038.7,0
West,Grocery,Partner,10,547.2991055375973,0.257,4110.85,0
South,Electronics,Partner,21,547.648458265517,0.042,11453.82,1
West,Apparel,Retail,24,598.5350262327536,0.175,11408.51,1
West,Apparel,Online,12,73.2665470633421,0.122,792.61,0
South,Apparel,Online,12,181.87401135830515,0.051,2130.34,0
North,Apparel,Online,2,174.74455320642963,0.004,359.7,0
East,Apparel,Online,24,309.9692090392178,0.082,6817.31,1
North,Electronics,Online,1,159.11759058400628,0.019,159.69,0
South,Toys,Online,1,905.0444679433181,0.113,783.19,0
West,Home,Partner,12,512.4362724908488,0.243,4693.38,0
South,Grocery,Online,1,618.632141794577,0.216,479.52,0
North,Toys,Retail,4,363.188648382196,0.284,1048.18,0
West,Electronics,Retail,16,285.1962953925551,0.128,4034.94,1
East,Electronics,Partner,17,503.05008342292444,0.212,6656.41,1
North,Home,Partner,8,302.55005584144027,0.2,1892.36,0
East,Home,Online,20,349.9000887005737,0.065,6449.79,1
South,Apparel,Retail,15,454.64083930002283,0.091,6280.34,1
North,Toys,Partner,6,505.5043396969813,0.159,2586.87,0
West,Home,Retail,18,964.9414513105652,0.239,13472.94,1
East,Toys,Online,15,234.38968463546288,0.139,2936.7,1
North,Electronics,Retail,20,488.4571182873413,0.068,9336.84,1
East,Grocery,Retail,4,163.53126990976537,0.298,466.11,0
West,Apparel,Partner,6,355.9992633996537,0.035,1983.82,0
South,Home,Online,8,708.6182899581481,0.287,3988.8,0
South,Home,Retail,9,187.48365801015157,0.243,1273.92,0
South,Grocery,Online,22,578.0972552480414,0.252,9407.09,1
South,Apparel,Retail,18,420.03298262528693,0.238,5584.84,1
North,Apparel,Online,14,69.51636262829408,0.062,891.52,0
East,Apparel,Online,13,915.7522318193068,0.19,9276.1,1
South,Apparel,Online,22,417.0590146811709,0.227,6861.62,1
South,Electronics,Partner,11,772.5694743211195,0.224,6471.36,1
South,Electronics,Retail,6,419.66094918252827,0.081,2373.24,0
North,Apparel,Retail,4,919.8659087156332,0.054,3488.19,0
East,Home,Online,8,298.85152105174154,0.098,2143.49,0
North,Apparel,Partner,16,415.741423700189,0.144,5767.86,1
West,Apparel,Online,12,748.5096706489148,0.172,7461.89,1
South,Toys,Retail,11,349.9206226696226,0.251,2798.01,0
West,Apparel,Partner,12,369.7827884817722,0.231,3336.63,1
West,Grocery,Online,24,975.0302464776545,0.203,18236.37,1
East,Toys,Retail,24,553.3899446627379,0.079,12329.94,1
South,Electronics,Online,4,681.8052355233422,0.144,2327.33,0
South,Apparel,Retail,3,637.7237447874654,0.101,1704.47,0
East,Electronics,Partner,6,814.8071812703093,0.07,4567.23,0
West,Apparel,Retail,21,847.3520954640733,0.003,18408.24,1
West,Apparel,Online,12,560.7258871714972,0.102,5952.57,1
West,Electronics,Online,21,302.7738319677434,0.077,5878.15,1
South,Electronics,Retail,16,41.88823767197068,0.172,554.06,0
East,Home,Online,14,609.8271210217473,0.019,8520.52,1
West,Toys,Retail,7,812.4500799349948,0.081,5322.78,0
East,Apparel,Online,9,452.51821329119315,0.013,4093.38,0
East,Grocery,Partner,4,178.11789487122974,0.192,561.93,0
South,Apparel,Partner,13,296.5587900182153,0.17,3186.84,0
South,Grocery,Retail,7,509.58937233139,0.101,3286.68,0
East,Apparel,Retail,8,823.2139702185599,0.044,6236.27,0
North,Home,Online,1,184.8830202256838,0.287,136.93,0
East,Toys,Partner,20,607.6638806811336,0.175,9918.0,1
East,Electronics,Partner,23,743.2338693925236,0.204,13604.59,1
West,Grocery,Retail,12,918.6056195214303,0.159,9251.67,1
East,Apparel,Retail,13,132.03554401170504,0.242,1294.17,0
West,Home,Retail,23,909.335968797975,0.269,15711.41,1
South,Toys,Retail,13,597.4088337675003,0.115,6683.64,1
North,Toys,Online,15,756.0335239349946,0.207,9041.7,1
North,Electronics,Partner,11,71.62372118581324,0.069,740.46,0
West,Grocery,Retail,13,505.9022294149713,0.196,5436.26,1
East,Toys,Partner,13,617.7244871175619,0.12,7128.5,1
East,Grocery,Online,18,314.5604862779266,0.002,5858.72,1
West,Home,Online,15,434.3841997772025,0.287,4784.06,1
East,Toys,Partner,13,552.1262098684141,0.261,5240.09,1
South,Home,Retail,2,550.4460221820607,0.087,1034.05,0
South,Grocery,Partner,22,60.18706439056455,0.299,962.25,1
South,Grocery,Retail,22,441.90249591573667,0.095,8627.38,1
North,Grocery,Online,5,225.26542860054164,0.138,979.45,0
North,Home,Partner,8,900.0272749619357,0.255,5270.53,0
North,Toys,Online,24,957.5167905184007,0.091,21139.13,1
West,Apparel,Retail,8,307.6610204979863,0.135,2059.8,0
North,Home,Online,20,188.1779813610164,0.2,3067.26,1
South,Toys,Online,19,230.72398491040934,0.039,4185.77,1
South,Electronics,Retail,21,478.6421651388356,0.127,8836.24,1
North,Toys,Partner,1,859.5253751486513,0.093,750.02,0
East,Electronics,Retail,12,500.034766340134,0.203,4857.11,1
North,Home,Online,14,73.17637924668574,0.041,982.15,0
West,Home,Online,21,58.29017860461825,0.07,1149.81,1
North,Home,Retail,6,238.2953077979346,0.213,1108.64,0
North,Home,Partner,8,829.0604265050516,0.047,6141.66,0
South,Home,Online,5,616.6213352337383,0.127,2677.65,0
West,Home,Retail,19,560.4395396348398,0.214,8666.88,1
South,Home,Online,24,326.21080887933647,0.23,5897.1,1
South,Home,Online,4,912.2483888443398,0.028,3596.72,0
West,Toys,Online,6,337.9311151636471,0.256,1454.2,0
West,Home,Partner,8,821.5466361468289,0.217,5235.96,0
North,Toys,Online,22,880.0673772568487,0.102,17022.8,1
South,Grocery,Partner,11,484.0016126874912,0.229,4088.9,0
North,Grocery,Online,7,878.5176987015129,0.218,4758.13,0
South,Electronics,Online,8,285.7311558954052,0.18,1816.34,0
West,Toys,Retail,15,652.0960891359448,0.168,8037.62,1
North,Apparel,Online,10,104.44519858341081,0.22,804.9,0
West,Electronics,Retail,4,474.97684552869816,0.3,1332.29,0
South,Toys,Partner,20,228.638530072014,0.174,3919.84,1
West,Electronics,Partner,11,80.25274681337876,0.243,666.66,0
North,Grocery,Partner,7,23.576487754515902,0.223,132.48,0
East,Toys,Partner,18,331.76203178317604,0.257,4423.34,1
South,Grocery,Retail,18,585.9493707552923,0.286,7294.19,1
West,Toys,Retail,4,457.02113374511106,0.058,1684.88,0
West,Grocery,Partner,2,309.6985265787162,0.05,584.07,0
North,Electronics,Online,2,971.552029545201,0.176,1578.75,0
West,Grocery,Retail,19,921.9440383804907,0.135,15595.6,1
South,Electronics,Retail,16,140.627174563997,0.171,1891.94,1
North,Apparel,Partner,20,418.50312960175495,0.239,6409.52,1
North,Electronics,Online,16,642.8930566338664,0.28,7400.93,1
East,Home,Retail,10,724.1511656287392,0.125,6284.25,0
East,Toys,Partner,15,371.71726871311074,0.215,4416.26,1
West,Apparel,Retail,18,736.4305402259338,0.059,12099.06,1
South,Grocery,Online,10,139.18401239425117,0.16,1137.58,0
South,Toys,Retail,22,338.54012024739654,0.007,7279.26,1
North,Toys,Online,22,707.7758487256689,0.151,12872.09,1
North,Grocery,Online,20,620.6554786499601,0.164,10524.38,1
West,Home,Partner,24,823.7218062671888,0.221,14814.81,1
East,Apparel,Online,10,64.98274176046888,0.195,508.89,0
East,Grocery,Retail,3,187.41604911012658,0.108,517.68,0
West,Home,Retail,12,66.5547989810878,0.002,828.79,0
West,Toys,Retail,18,204.42965527924287,0.035,3547.42,1
East,Apparel,Online,19,24.111498207617608,0.292,324.23,1
West,Apparel,Retail,10,504.0418896117116,0.277,3723.93,0
East,Electronics,Online,8,527.1818197455252,0.098,3662.99,0
North,Apparel,Partner,11,651.576110149755,0.078,6569.7,1
South,Electronics,Partner,20,389.5159493130017,0.131,6553.06,1
North,Toys,Online,2,23.079383057776646,0.207,36.31,0
West,Electronics,Partner,8,666.9355082313316,0.107,4949.0,0
West,Toys,Partner,6,72.11944423799608,0.02,432.67,0
West,Grocery,Online,20,851.5236135850341,0.121,15550.67,1
East,Toys,Partner,12,41.74782819961987,0.078,470.99,0
North,Home,Retail,3,529.2561183263672,0.097,1446.16,0
North,Electronics,Partner,7,879.1211670900999,0.049,5971.33,0
East,Grocery,Retail,2,569.589992757229,0.198,925.25,0
West,Electronics,Partner,12,604.0800766821727,0.158,6086.08,1
West,Toys,Partner,24,674.3464144039094,0.081,14626.54,1
East,Toys,Online,14,137.5124938212483,0.166,1608.19,1
North,Electronics,Retail,21,667.9300167781371,0.148,11719.71,1
North,Toys,Online,18,865.1406867323026,0.239,11838.07,1
North,Electronics,Online,22,955.2519995219038,0.287,14559.9,1
North,Apparel,Partner,8,445.3299193840132,0.039,3441.61,0
South,Grocery,Partner,23,350.724657610445,0.265,5808.18,1
South,Grocery,Online,6,743.1772309724644,0.211,3460.11,0
North,Apparel,Partner,11,541.159316571502,0.208,4714.21,0
South,Grocery,Online,17,267.0124682768293,0.112,3922.0,1
West,Grocery,Online,7,185.27156957091483,0.103,1206.35,0
South,Toys,Partner,7,183.42108856903394,0.002,1275.94,0
South,Electronics,Partner,4,460.80995514190596,0.295,1284.13,0
North,Apparel,Online,1,183.31942939102413,0.182,144.31,0
South,Toys,Online,13,38.93018625102634,0.121,457.07,0
North,Grocery,Partner,24,70.00522397090239,0.163,1420.42,1
North,Grocery,Partner,6,912.6891621948471,0.012,5374.24,0
West,Home,Online,11,90.04288751373032,0.052,919.85,0
South,Apparel,Retail,23,90.25346295772117,0.187,1720.75,1
North,Grocery,Retail,19,453.14090771219117,0.154,7543.37,1
South,Apparel,Retail,1,255.29627104163126,0.236,193.19,0
West,Apparel,Online,13,944.1860980855978,0.198,9556.54,1
South,Grocery,Online,4,894.546405917892,0.18,2842.38,0
East,Home,Partner,6,408.5535187244164,0.245,1777.66,0
East,Apparel,Retail,6,450.78225863960887,0.02,2702.33,0
North,Electronics,Partner,15,380.1091069525474,0.207,4695.52,1
North,Home,Online,5,56.351471977403094,0.215,229.9,0
South,Grocery,Retail,7,301.13296568452034,0.083,1976.92,0
West,Home,Online,6,137.76653082750474,0.059,756.81,0
North,Toys,Retail,9,118.27551681451783,0.064,1034.43,0
North,Apparel,Partner,16,558.4271100189324,0.059,8291.86,1
South,Toys,Partner,10,114.81426340501976,0.157,955.0,0
North,Toys,Partner,8,118.81407084345305,0.041,925.2,0
West,Toys,Online,13,481.2931662265746,0.198,4836.93,1
South,Toys,Online,15,444.5910705177332,0.032,6623.7,1
East,Home,Retail,1,152.1293937270746,0.008,156.92,0
South,Apparel,Partner,22,24.27106381650848,0.096,493.33,1
East,Toys,Retail,22,205.25546409713007,0.058,4349.57,1
West,Grocery,Retail,15,246.45656401475912,0.297,2576.08,1
South,Grocery,Retail,14,788.238505864513,0.091,9682.78,1
North,Apparel,Online,17,898.8208165061264,0.067,14589.98,1
South,Toys,Retail,11,409.70662158845096,0.059,4273.84,0
North,Electronics,Retail,9,408.8256574409387,0.112,3374.33,1
North,Home,Online,9,703.982032409472,0.182,5023.49,0
West,Home,Partner,4,621.8451350765014,0.235,1873.18,0
East,Apparel,Online,21,196.77457922567277,0.109,3640.81,1
East,Grocery,Partner,8,123.3815574040269,0.188,813.24,0
West,Grocery,Partner,7,440.1074150288488,0.145,2694.68,0
East,Electronics,Partner,24,562.2352286362525,0.254,10437.52,1
North,Apparel,Online,13,153.1592990324569,0.171,1623.58,0
South,Apparel,Partner,15,301.54255367210675,0.087,4127.52,1
South,Grocery,Partner,6,313.70527657335185,0.211,1429.12,0
West,Home,Partner,7,270.8462729831974,0.246,1401.28,0
South,Toys,Online,18,462.3308156401194,0.14,7084.74,1
South,Grocery,Retail,11,646.941040946949,0.296,5047.51,0
South,Toys,Online,4,509.01428827135265,0.264,1495.04,0
West,Electronics,Partner,21,213.39829975745045,0.059,4171.24,1
West,Electronics,Partner,10,118.82148516550376,0.236,916.81,0
South,Apparel,Online,17,808.9956443827523,0.18,11573.87,1
East,Apparel,Retail,9,480.1324954090743,0.16,3554.79,0
West,Toys,Online,14,79.65361676852211,0.154,931.56,0
East,Electronics,Partner,19,267.79663966357566,0.256,3847.63,1
South,Apparel,Online,22,791.8724272487887,0.183,14549.59,1
North,Apparel,Online,5,741.657271782608,0.161,3192.24,0
East,Electronics,Online,17,860.7839675814827,0.015,14078.66,1
East,Electronics,Retail,22,598.0043129616244,0.134,11428.97,1
North,Electronics,Retail,16,425.9896969837328,0.272,5120.71,1
North,Home,Partner,4,429.56959765227265,0.214,1338.89,0
South,Home,Retail,5,206.240042713226,0.015,1010.03,0
West,Home,Partner,5,644.7670030571666,0.265,2461.42,0
South,Home,Retail,3,581.6660058491399,0.248,1271.62,0
West,Toys,Online,19,168.66983497168246,0.164,2723.22,1
South,Grocery,Online,24,870.2364032435598,0.007,21320.48,1
East,Home,Partner,13,373.7294751781732,0.169,3924.61,1
East,Toys,Partner,15,67.74921490022575,0.016,1017.13,0
East,Toys,Online,19,334.7656839485925,0.096,5736.02,1
West,Toys,Online,10,855.0624461231127,0.189,7130.33,1
South,Electronics,Partner,12,900.2783224273131,0.274,8098.88,1
East,Grocery,Online,15,490.78248056924815,0.107,6769.93,1
West,Electronics,Retail,8,938.0863424704812,0.258,5374.42,1
East,Home,Online,2,860.232136843497,0.276,1271.21,0
South,Toys,Retail,14,812.2214884152563,0.006,11684.03,1
North,Home,Online,20,845.3216620949178,0.072,15841.48,1
South,Apparel,Online,2,386.60039568207054,0.213,613.42,0
North,Grocery,Retail,6,746.2101831253219,0.227,3334.95,0
North,Electronics,Retail,7,574.2454429531033,0.118,3646.37,0
South,Apparel,Partner,20,710.8966416706944,0.197,11002.7,1
East,Grocery,Online,13,190.67466327754363,0.184,1992.5,1
South,Toys,Retail,13,722.1381553039442,0.222,7552.54,1
North,Electronics,Partner,16,939.2887368264048,0.216,12206.37,1
North,Toys,Partner,7,310.55678948617236,0.026,2200.7,0
West,Grocery,Partner,18,966.7148709974019,0.047,16551.72,1
South,Electronics,Partner,1,383.2409742131562,0.04,358.42,0
West,Home,Partner,3,211.73455714019155,0.28,456.91,0
East,Home,Online,20,127.79478060822885,0.274,1796.54,1
South,Electronics,Retail,16,773.5634367566506,0.239,9699.62,1
East,Apparel,Partner,5,552.6323843615056,0.035,2679.36,0
East,Electronics,Retail,11,314.8460419155477,0.172,2845.71,0
North,Electronics,Retail,2,604.1123550020076,0.056,1102.2,0
East,Home,Partner,17,338.81714032736454,0.111,5081.73,1
South,Home,Partner,19,450.42344703532035,0.08,8104.06,1
West,Apparel,Online,7,848.1575607229674,0.249,4531.32,0
East,Apparel,Partner,9,661.4398177847982,0.043,5506.68,0
South,Electronics,Partner,6,751.9057661165277,0.194,3537.28,0
North,Toys,Partner,10,580.1538094107932,0.295,4054.85,0
West,Apparel,Retail,7,971.7421269301962,0.206,5228.71,0
North,Grocery,Online,6,251.75366363925696,0.024,1525.46,0
North,Home,Retail,11,271.7995142900622,0.272,2203.09,0
East,Grocery,Partner,21,108.85658118879957,0.193,1785.0,1
South,Toys,Retail,19,551.8587219878821,0.137,9257.35,1
West,Apparel,Partner,8,608.8248669520332,0.198,3865.1,0
North,Toys,Retail,23,716.923109982867,0.264,11888.37,1
South,Apparel,Online,6,342.0280889112906,0.143,1768.56,0
North,Electronics,Retail,22,31.766529790426112,0.159,564.86,1
North,Apparel,Partner,8,626.9403556047872,0.136,4321.42,0
West,Apparel,Online,13,978.7476728195674,0.022,12786.06,1
East,Electronics,Partner,5,302.76737963839275,0.236,1196.18,0
West,Electronics,Retail,19,196.57707437025894,0.038,3547.78,1
South,Grocery,Online,8,290.49627951329904,0.118,2073.1,0
North,Home,Partner,21,428.39885578596534,0.116,7778.99,1
West,Home,Partner,2,260.8764117944621,0.084,480.23,0
South,Grocery,Retail,13,353.0816243528287,0.121,3955.27,1
South,Apparel,Online,4,632.6784690361881,0.185,2074.31,0
South,Home,Online,22,351.2268673689101,0.093,6824.33,1
West,Grocery,Online,11,400.21658699230846,0.052,4320.78,1
North,Toys,Online,17,58.43001228729339,0.261,756.78,0
North,Apparel,Retail,22,901.224801557955,0.291,13873.91,1
West,Apparel,Partner,13,410.61052151825953,0.138,4703.14,1
West,Electronics,Retail,2,335.01777539340253,0.098,584.81,0
East,Electronics,Retail,6,103.02482839556913,0.014,621.21,0
West,Electronics,Partner,6,628.8158867793763,0.011,3666.46,0
North,Toys,Partner,22,849.2719522532047,0.118,15998.92,1
South,Toys,Online,22,59.507072050304295,0.279,957.36,1
South,Home,Partner,12,159.46156867139408,0.219,1490.86,0
East,Toys,Online,22,160.53423573075904,0.105,3168.54,1
North,Electronics,Online,6,598.1838611338812,0.29,2552.45,0
East,Apparel,Retail,17,904.381282609634,0.129,12919.21,1
North,Apparel,Retail,10,440.2576323828892,0.083,3892.27,0
West,Grocery,Online,6,350.0541902660966,0.128,1846.31,0
West,Toys,Online,7,755.2070581728236,0.063,5002.49,0
North,Grocery,Partner,11,732.8662992854254,0.266,5702.81,0
West,Apparel,Online,9,256.88589370612124,0.108,2042.22,0
South,Grocery,Partner,6,174.3933078155706,0.197,847.81,0
North,Electronics,Online,9,363.4976311187421,0.117,2924.92,0
South,Apparel,Retail,4,764.5792565375659,0.271,2288.06,0
North,Home,Partner,24,687.2608543183792,0.193,13226.46,1
West,Electronics,Online,10,659.219558101957,0.146,5651.47,1
South,Grocery,Online,3,816.2514177566757,0.04,2365.58,0
West,Grocery,Online,14,286.045099847738,0.271,2875.48,1
North,Home,Retail,22,346.0963764507297,0.164,6138.2,1
East,Apparel,Online,9,60.64587258480895,0.086,479.09,0
East,Electronics,Online,21,853.995944771392,0.263,13572.71,1
North,Toys,Online,15,579.132545525291,0.016,8343.0,1
East,Home,Retail,18,306.1974002083456,0.094,5045.5,1
South,Toys,Online,8,86.63987019139093,0.161,585.11,0
South,Toys,Online,1,714.4731230359613,0.102,636.45,0
North,Electronics,Online,9,738.7880187670986,0.143,5850.3,0
North,Electronics,Retail,23,659.5315060304217,0.079,14192.6,1
North,Toys,Online,19,215.62973210886037,0.039,3786.86,1
East,Electronics,Retail,19,896.6874161682607,0.011,17222.63,1
West,Grocery,Online,22,743.0316982600413,0.047,15587.13,1
West,Electronics,Retail,9,651.4460706406114,0.286,4134.96,0
South,Toys,Online,8,644.9061664849161,0.173,4344.14,0
East,Grocery,Partner,23,888.1833920879756,0.147,17684.65,1
West,Home,Partner,14,911.1748477732388,0.115,11118.39,1
West,Electronics,Partner,8,591.8119212898304,0.213,3870.03,0
